Time,Temperature,Pressure,Humidity,Illuminance
1448985600,5.2062454428E+00,1.0149013033E+03,8.4007905150E+01,0.0000000000E+00
1448986800,5.1656292203E+00,1.0152956862E+03,8.5382631829E+01,0.0000000000E+00
1448988000,5.2750020110E+00,1.0153007633E+03,8.6397666304E+01,0.0000000000E+00
1448989200,5.2594903924E+00,1.0156966711E+03,8.7974820825E+01,0.0000000000E+00
1448990400,5.0407563158E+00,1.0157000000E+03,8.9487947210E+01,0.0000000000E+00
1448991600,4.8530104230E+00,1.0159992593E+03,9.1094702624E+01,0.0000000000E+00
1448992800,4.8813704460E+00,1.0161991288E+03,9.2193781612E+01,0.0000000000E+00
1448994000,4.8686458233E+00,1.0165984557E+03,9.4084201730E+01,1.9842017300E+00
1448995200,4.7718641363E+00,1.0165024635E+03,9.7335582547E+01,2.0000000000E+00
1448996400,4.6283762698E+00,1.0165016096E+03,9.9496752690E+01,2.0000000000E+00
1448997600,4.5469941123E+00,1.0164010795E+03,9.9900000000E+01,2.0000000000E+00
1448998800,4.5499768568E+00,1.0167000000E+03,9.9900000000E+01,1.9762472833E+00
1449000000,4.5093717771E+00,1.0167016680E+03,9.9900000000E+01,2.0000000000E+00
1449001200,4.8404189805E+00,1.0168976352E+03,9.9900000000E+01,2.3938940000E-02
1449002400,4.9374496870E+00,1.0170000000E+03,9.9900000000E+01,2.3736893333E-02
1449003600,5.0468643192E+00,1.0170992287E+03,9.9900000000E+01,1.9842745333E+00
1449004800,5.0188513758E+00,1.0170988143E+03,9.9900000000E+01,2.0000000000E+00
1449006000,5.0125574509E+00,1.0170987275E+03,9.9900000000E+01,2.0000000000E+00
1449007200,5.0781087061E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449008400,5.1467675443E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449009600,5.1218135990E+00,1.0173012009E+03,9.9900000000E+01,0.0000000000E+00
1449010800,5.2467842185E+00,1.0172988432E+03,9.9900000000E+01,0.0000000000E+00
1449012000,5.3028925864E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449013200,5.2505566818E+00,1.0173984188E+03,9.9900000000E+01,0.0000000000E+00
1449014400,5.1653794448E+00,1.0174000000E+03,9.9900000000E+01,0.0000000000E+00
1449015600,5.2158939914E+00,1.0173988248E+03,9.9900000000E+01,0.0000000000E+00
1449016800,5.0907341797E+00,1.0172008281E+03,9.9900000000E+01,0.0000000000E+00
1449018000,4.9841612117E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449019200,4.8217822347E+00,1.0171016951E+03,9.9900000000E+01,0.0000000000E+00
1449020400,4.7189631409E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449021600,4.6000567248E+00,1.0172957287E+03,9.9900000000E+01,0.0000000000E+00
1449022800,4.5466633702E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449024000,4.5440484184E+00,1.0173012379E+03,9.9900000000E+01,0.0000000000E+00
1449025200,4.6675375307E+00,1.0170024338E+03,9.9900000000E+01,0.0000000000E+00
1449026400,4.7594203446E+00,1.0172010711E+03,9.9900000000E+01,0.0000000000E+00
1449027600,4.8344985965E+00,1.0172983308E+03,9.9900000000E+01,0.0000000000E+00
1449028800,4.9812969658E+00,1.0173020147E+03,9.9900000000E+01,0.0000000000E+00
1449030000,4.8281543024E+00,1.0172000000E+03,9.9900000000E+01,0.0000000000E+00
1449031200,4.9842142407E+00,1.0172985009E+03,9.9900000000E+01,0.0000000000E+00
1449032400,5.1625088912E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449033600,5.1592367891E+00,1.0173000000E+03,9.9900000000E+01,0.0000000000E+00
1449034800,5.2467366901E+00,1.0172008183E+03,9.9900000000E+01,0.0000000000E+00
1449036000,5.0814566423E+00,1.0174012525E+03,9.9900000000E+01,0.0000000000E+00
1449037200,4.8063657640E+00,1.0175000000E+03,9.9900000000E+01,0.0000000000E+00
1449038400,4.6656527314E+00,1.0175988368E+03,9.9900000000E+01,0.0000000000E+00
1449039600,4.6781757253E+00,1.0176000000E+03,9.9900000000E+01,5.9475042667E+00
1449040800,4.5875426570E+00,1.0175024676E+03,9.9900000000E+01,2.3862698293E+01
1449042000,4.5936975028E+00,1.0176991621E+03,9.9900000000E+01,3.5991484012E+01
1449043200,4.6718519504E+00,1.0177000000E+03,9.9900000000E+01,8.7763767553E+01
1449044400,4.8030573134E+00,1.0176000000E+03,9.9900000000E+01,1.9178825745E+02
1449045600,4.9562006724E+00,1.0176000000E+03,9.9900000000E+01,1.5177667448E+02
1449046800,5.2529117234E+00,1.0175000000E+03,9.9900000000E+01,2.2932201326E+02
1449048000,5.4624793890E+00,1.0175013892E+03,9.9900000000E+01,2.4258223260E+02
1449049200,5.6624245445E+00,1.0176000000E+03,9.9900000000E+01,1.8398482207E+02
1449050400,5.7780653255E+00,1.0177000000E+03,9.9900000000E+01,1.9606463279E+02
1449051600,5.9905700076E+00,1.0176006185E+03,9.9900000000E+01,3.3239205568E+02
1449052800,6.1591318092E+00,1.0176989620E+03,9.9900000000E+01,2.7163118970E+02
1449054000,6.4375640257E+00,1.0177000000E+03,9.9900000000E+01,2.3394275192E+02
1449055200,6.7997380034E+00,1.0176006203E+03,9.9900000000E+01,3.3278419174E+02
1449056400,7.2716436484E+00,1.0177957489E+03,9.9900000000E+01,2.9629957804E+02
1449057600,7.8028243969E+00,1.0176988919E+03,9.9900000000E+01,2.2387660928E+02
1449058800,8.1999695211E+00,1.0177988860E+03,9.9900000000E+01,2.3312407126E+02
1449060000,8.3280039148E+00,1.0178000000E+03,9.9900000000E+01,2.1604612769E+02
1449061200,8.3468640831E+00,1.0179000000E+03,9.9900000000E+01,2.2207517665E+02
1449062400,8.3531098530E+00,1.0180000000E+03,9.9900000000E+01,1.3973173059E+02
1449063600,8.3625166953E+00,1.0178014837E+03,9.9900000000E+01,1.0225463201E+02
1449064800,8.3249661955E+00,1.0177975324E+03,9.9900000000E+01,7.4297813280E+01
1449066000,8.3093451797E+00,1.0178000000E+03,9.9900000000E+01,5.1233058160E+01
1449067200,8.3093815053E+00,1.0178006469E+03,9.9900000000E+01,2.2072761480E+01
1449068400,8.2250579225E+00,1.0180985269E+03,9.9900000000E+01,3.0743669500E+00
1449069600,8.2593857003E+00,1.0182000000E+03,9.9900000000E+01,0.0000000000E+00
1449070800,8.2124867353E+00,1.0183985307E+03,9.9900000000E+01,0.0000000000E+00
1449072000,8.2124074922E+00,1.0184011285E+03,9.9900000000E+01,0.0000000000E+00
1449073200,8.2905644993E+00,1.0187000000E+03,9.9900000000E+01,0.0000000000E+00
1449074400,8.3500972097E+00,1.0188010861E+03,9.9900000000E+01,0.0000000000E+00
1449075600,8.4094271183E+00,1.0187981333E+03,9.9900000000E+01,0.0000000000E+00
1449076800,8.3655804385E+00,1.0188011903E+03,9.9900000000E+01,0.0000000000E+00
1449078000,8.3405707535E+00,1.0189010723E+03,9.9900000000E+01,0.0000000000E+00
1449079200,8.4312847653E+00,1.0188014027E+03,9.9900000000E+01,0.0000000000E+00
1449080400,8.5249524476E+00,1.0188014526E+03,9.9900000000E+01,1.9706650400E+00
1449081600,8.5781128696E+00,1.0188013978E+03,9.9900000000E+01,2.0000000000E+00
1449082800,8.5156431181E+00,1.0188993339E+03,9.9900000000E+01,2.0000000000E+00
1449084000,8.4250758766E+00,1.0189981138E+03,9.9900000000E+01,0.0000000000E+00
1449085200,8.3937571920E+00,1.0189010756E+03,9.9900000000E+01,0.0000000000E+00
1449086400,8.4186312464E+00,1.0187010628E+03,9.9900000000E+01,0.0000000000E+00
1449087600,8.5623924147E+00,1.0189984689E+03,9.9900000000E+01,0.0000000000E+00
1449088800,8.5968034179E+00,1.0189006709E+03,9.9900000000E+01,0.0000000000E+00
1449090000,8.6155033050E+00,1.0188976256E+03,9.9900000000E+01,0.0000000000E+00
1449091200,8.6594346863E+00,1.0187000000E+03,9.9900000000E+01,0.0000000000E+00
1449092400,8.6188382117E+00,1.0186000000E+03,9.9900000000E+01,0.0000000000E+00
1449093600,8.6717964234E+00,1.0185000000E+03,9.9900000000E+01,0.0000000000E+00
1449094800,8.7499778207E+00,1.0184014158E+03,9.9900000000E+01,0.0000000000E+00
1449096000,8.8249141088E+00,1.0186000000E+03,9.9900000000E+01,0.0000000000E+00
1449097200,8.9031185659E+00,1.0184019784E+03,9.9900000000E+01,0.0000000000E+00
1449098400,8.9469446241E+00,1.0185000000E+03,9.9900000000E+01,0.0000000000E+00
1449099600,8.9305037705E+00,1.0187000000E+03,9.9900000000E+01,0.0000000000E+00
1449100800,8.9469290336E+00,1.0186000000E+03,9.9900000000E+01,0.0000000000E+00
1449102000,8.8937563203E+00,1.0187011122E+03,9.9900000000E+01,0.0000000000E+00
1449103200,8.9219063094E+00,1.0187988419E+03,9.9900000000E+01,0.0000000000E+00
1449104400,8.9375388007E+00,1.0188985294E+03,9.9900000000E+01,0.0000000000E+00
1449105600,8.9343562503E+00,1.0190987515E+03,9.9900000000E+01,0.0000000000E+00
1449106800,8.8999977562E+00,1.0191988704E+03,9.9900000000E+01,0.0000000000E+00
1449108000,8.8094237405E+00,1.0192000000E+03,9.9900000000E+01,0.0000000000E+00
1449109200,8.7781285885E+00,1.0192000000E+03,9.9900000000E+01,0.0000000000E+00
1449110400,8.8249657628E+00,1.0194000000E+03,9.9900000000E+01,0.0000000000E+00
1449111600,8.9062730513E+00,1.0195993504E+03,9.9900000000E+01,0.0000000000E+00
1449112800,8.8062203661E+00,1.0195006271E+03,9.9900000000E+01,0.0000000000E+00
1449114000,8.8062003717E+00,1.0195984384E+03,9.9900000000E+01,0.0000000000E+00
1449115200,8.7843268949E+00,1.0197993269E+03,9.9900000000E+01,0.0000000000E+00
1449116400,8.7406871976E+00,1.0198000000E+03,9.9900000000E+01,0.0000000000E+00
1449117600,8.7156735343E+00,1.0201968900E+03,9.9900000000E+01,0.0000000000E+00
1449118800,8.7905897028E+00,1.0202993683E+03,9.9900000000E+01,0.0000000000E+00
1449120000,8.8093584910E+00,1.0202021566E+03,9.9900000000E+01,0.0000000000E+00
1449121200,8.8093570226E+00,1.0202980142E+03,9.9900000000E+01,0.0000000000E+00
1449122400,8.8499421717E+00,1.0205984865E+03,9.9900000000E+01,0.0000000000E+00
1449123600,8.9218727496E+00,1.0208928618E+03,9.9900000000E+01,0.0000000000E+00
1449124800,8.8969208192E+00,1.0211000000E+03,9.9900000000E+01,0.0000000000E+00
1449126000,8.8656115782E+00,1.0210010949E+03,9.9900000000E+01,2.9667332850E+00
1449127200,8.9249215497E+00,1.0215961552E+03,9.9900000000E+01,5.9612712500E+00
1449128400,8.8501421699E+00,1.0216000000E+03,9.9900000000E+01,2.0879874950E+01
1449129600,8.8246793546E+00,1.0216000000E+03,9.9900000000E+01,4.3894968900E+01
1449130800,8.9063809258E+00,1.0218988852E+03,9.9900000000E+01,7.3796811620E+01
1449132000,8.7999788988E+00,1.0221993362E+03,9.9900000000E+01,6.6014447747E+01
1449133200,8.7811734760E+00,1.0220021949E+03,9.9900000000E+01,1.6531059596E+02
1449134400,8.8000327263E+00,1.0221985527E+03,9.9900000000E+01,1.7808146945E+02
1449135600,8.7623650787E+00,1.0222980320E+03,9.9900000000E+01,1.2932430085E+02
1449136800,8.7249067852E+00,1.0223987472E+03,9.9900000000E+01,1.2316633262E+02
1449138000,8.6532382146E+00,1.0224000000E+03,9.9900000000E+01,1.2181832206E+02
1449139200,8.6032098048E+00,1.0223993510E+03,9.9900000000E+01,1.5523045296E+02
1449140400,8.5437994865E+00,1.0224000000E+03,9.9900000000E+01,2.0769560310E+02
1449141600,8.5875436045E+00,1.0223006798E+03,9.9900000000E+01,1.9518039745E+02
1449142800,8.5750673260E+00,1.0223019161E+03,9.9900000000E+01,2.1190122892E+02
1449144000,8.6030050213E+00,1.0224000000E+03,9.9900000000E+01,2.1309630400E+02
1449145200,8.5782556524E+00,1.0224011319E+03,9.9900000000E+01,1.4974791344E+02
1449146400,8.5093717751E+00,1.0223011330E+03,9.9900000000E+01,9.5203561343E+01
1449147600,8.5125768347E+00,1.0223000000E+03,9.9900000000E+01,5.8209700945E+01
1449148800,8.4375125760E+00,1.0222014555E+03,9.9900000000E+01,3.2132256800E+01
1449150000,8.4218741870E+00,1.0224000000E+03,9.9900000000E+01,4.6902232120E+01
1449151200,8.4250669305E+00,1.0222015488E+03,9.9900000000E+01,2.1343814423E+01
1449152400,8.3312749276E+00,1.0222981244E+03,9.9900000000E+01,1.2075590673E+01
1449153600,8.2561725501E+00,1.0222968534E+03,9.9900000000E+01,3.0816469333E+00
1449154800,8.2124006328E+00,1.0224990774E+03,9.9900000000E+01,1.8740236667E-02
1449156000,8.1596030146E+00,1.0225986233E+03,9.9900000000E+01,0.0000000000E+00
1449157200,8.1093320524E+00,1.0223993723E+03,9.9900000000E+01,0.0000000000E+00
1449158400,8.0220789868E+00,1.0224000000E+03,9.9900000000E+01,0.0000000000E+00
1449159600,8.0313437846E+00,1.0222010544E+03,9.9900000000E+01,0.0000000000E+00
1449160800,8.0343182967E+00,1.0223000000E+03,9.9900000000E+01,0.0000000000E+00
1449162000,7.9780880862E+00,1.0220027211E+03,9.9900000000E+01,0.0000000000E+00
1449163200,7.9126777360E+00,1.0221000000E+03,9.9900000000E+01,0.0000000000E+00
1449164400,7.7968298284E+00,1.0221010615E+03,9.9900000000E+01,0.0000000000E+00
1449165600,7.7063267896E+00,1.0221993585E+03,9.9900000000E+01,0.0000000000E+00
1449166800,7.7062775067E+00,1.0219046436E+03,9.9900000000E+01,0.0000000000E+00
1449168000,7.7436727661E+00,1.0216021981E+03,9.9900000000E+01,0.0000000000E+00
1449169200,7.6969103197E+00,1.0214989179E+03,9.9900000000E+01,0.0000000000E+00
1449170400,7.7000716232E+00,1.0214993953E+03,9.9900000000E+01,0.0000000000E+00
1449171600,7.8280531093E+00,1.0216000000E+03,9.9900000000E+01,0.0000000000E+00
1449172800,7.8968233782E+00,1.0214019610E+03,9.9900000000E+01,0.0000000000E+00
1449174000,7.9406435948E+00,1.0211043029E+03,9.9900000000E+01,0.0000000000E+00
1449175200,7.9530815128E+00,1.0212000000E+03,9.9900000000E+01,0.0000000000E+00
1449176400,8.0374607474E+00,1.0210000000E+03,9.9900000000E+01,0.0000000000E+00
1449177600,7.9500366424E+00,1.0206020264E+03,9.9900000000E+01,0.0000000000E+00
1449178800,7.8468784488E+00,1.0204015195E+03,9.9900000000E+01,0.0000000000E+00
1449180000,7.8218506779E+00,1.0200018074E+03,9.9900000000E+01,0.0000000000E+00
1449181200,7.8843289711E+00,1.0198010255E+03,9.9900000000E+01,0.0000000000E+00
1449182400,7.9218344215E+00,1.0197000000E+03,9.9900000000E+01,0.0000000000E+00
1449183600,7.9500199091E+00,1.0193006642E+03,9.9900000000E+01,0.0000000000E+00
1449184800,7.9375007899E+00,1.0190000000E+03,9.9900000000E+01,0.0000000000E+00
1449186000,7.9282290946E+00,1.0184026674E+03,9.9900000000E+01,0.0000000000E+00
1449187200,7.9345098689E+00,1.0179091911E+03,9.9900000000E+01,0.0000000000E+00
1449188400,7.9217820560E+00,1.0178006257E+03,9.9900000000E+01,0.0000000000E+00
1449189600,7.9031301736E+00,1.0175000000E+03,9.9900000000E+01,0.0000000000E+00
1449190800,7.8499502858E+00,1.0171023362E+03,9.9900000000E+01,0.0000000000E+00
1449192000,7.7469887968E+00,1.0168010502E+03,9.9900000000E+01,0.0000000000E+00
1449193200,7.6406033398E+00,1.0164006553E+03,9.9900000000E+01,0.0000000000E+00
1449194400,7.5469531782E+00,1.0160993569E+03,9.9900000000E+01,0.0000000000E+00
1449195600,7.4405360057E+00,1.0155006469E+03,9.9900000000E+01,0.0000000000E+00
1449196800,7.3500610892E+00,1.0150043301E+03,9.9900000000E+01,0.0000000000E+00
1449198000,7.2062910055E+00,1.0142012912E+03,9.9900000000E+01,0.0000000000E+00
1449199200,7.1749806885E+00,1.0135121470E+03,9.9900000000E+01,0.0000000000E+00
1449200400,7.1782239243E+00,1.0133031450E+03,9.9900000000E+01,0.0000000000E+00
1449201600,7.0157559060E+00,1.0126042164E+03,9.9900000000E+01,0.0000000000E+00
1449202800,6.8594414893E+00,1.0117030770E+03,9.9900000000E+01,0.0000000000E+00
1449204000,6.7344252722E+00,1.0110044647E+03,9.9900000000E+01,0.0000000000E+00
1449205200,6.6969344327E+00,1.0105022553E+03,9.9900000000E+01,0.0000000000E+00
1449206400,6.6249550776E+00,1.0103032402E+03,9.9900000000E+01,0.0000000000E+00
1449207600,6.4220627942E+00,1.0099030898E+03,9.9900000000E+01,0.0000000000E+00
1449208800,6.2219831657E+00,1.0095987664E+03,9.9900000000E+01,0.0000000000E+00
1449210000,6.2125395305E+00,1.0089023580E+03,9.9900000000E+01,0.0000000000E+00
1449211200,6.2406387336E+00,1.0087000000E+03,9.9900000000E+01,0.0000000000E+00
1449212400,6.2624553443E+00,1.0087006000E+03,9.9900000000E+01,0.0000000000E+00
1449213600,6.2781390073E+00,1.0083006250E+03,9.9900000000E+01,5.9744197667E+00
1449214800,6.2811050634E+00,1.0081000000E+03,9.9900000000E+01,7.0000000000E+00
1449216000,6.4499457606E+00,1.0079022925E+03,9.9900000000E+01,1.6000000000E+01
1449217200,6.6280690288E+00,1.0076000000E+03,9.9900000000E+01,3.0967016295E+01
1449218400,6.8623025021E+00,1.0074011538E+03,9.9900000000E+01,3.3060699158E+01
1449219600,7.1436903781E+00,1.0075988952E+03,9.9900000000E+01,4.4932868000E+01
1449220800,7.5153229935E+00,1.0075993521E+03,9.9900000000E+01,7.1026449620E+01
1449222000,7.9779281107E+00,1.0077989304E+03,9.9900000000E+01,9.0662374700E+01
1449223200,8.1999037871E+00,1.0083972813E+03,9.9900000000E+01,1.1253570407E+02
1449224400,8.3372794295E+00,1.0087978751E+03,9.9900000000E+01,1.9574828292E+04
1449225600,8.6656539569E+00,1.0094962870E+03,9.9900000000E+01,1.2224245987E+03
1449226800,8.5438380727E+00,1.0098966234E+03,9.9900000000E+01,4.6233332284E+02
1449228000,8.6811973646E+00,1.0102984331E+03,9.9900000000E+01,2.6657268814E+04
1449229200,8.6875047249E+00,1.0107980783E+03,9.6220251846E+01,2.4893506020E+04
1449230400,8.7656625331E+00,1.0111955838E+03,8.1557954383E+01,1.5730697846E+03
1449231600,8.8843093029E+00,1.0113980583E+03,7.7307580348E+01,3.7110854221E+03
1449232800,8.7875899083E+00,1.0117970358E+03,7.9864486329E+01,8.7217799425E+02
1449234000,8.8938522476E+00,1.0122971262E+03,7.7655143934E+01,1.4617699380E+03
1449235200,8.8250173002E+00,1.0125969904E+03,7.7275707776E+01,6.8955559496E+02
1449236400,8.6688770592E+00,1.0130993501E+03,7.9787022102E+01,1.9098558011E+02
1449237600,8.6249492742E+00,1.0136954851E+03,8.0011429163E+01,2.0167432064E+02
1449238800,8.5500989393E+00,1.0137015424E+03,7.9395329294E+01,4.5622760800E+01
1449240000,8.4563470139E+00,1.0139979989E+03,8.4732096351E+01,1.6226345497E+01
1449241200,8.1282230568E+00,1.0141010079E+03,8.8310218040E+01,3.0306541200E+00
1449242400,8.2937220563E+00,1.0145978575E+03,8.4313114728E+01,0.0000000000E+00
1449243600,8.3249339727E+00,1.0149985499E+03,8.3692995407E+01,0.0000000000E+00
1449244800,8.2656826983E+00,1.0153993983E+03,8.6390762365E+01,0.0000000000E+00
1449246000,8.0500795210E+00,1.0157970926E+03,8.8183854937E+01,0.0000000000E+00
1449247200,7.8313648419E+00,1.0158989118E+03,8.9296551548E+01,0.0000000000E+00
1449248400,7.6969165776E+00,1.0159000000E+03,8.9400000000E+01,0.0000000000E+00
1449249600,7.5094790510E+00,1.0162967019E+03,9.3286637670E+01,0.0000000000E+00
1449250800,7.4657005068E+00,1.0165968320E+03,9.2411499475E+01,0.0000000000E+00
1449252000,7.4000003286E+00,1.0169985220E+03,9.0205267830E+01,0.0000000000E+00
1449253200,7.3783530130E+00,1.0172970466E+03,9.0697016909E+01,0.0000000000E+00
1449254400,7.2593780265E+00,1.0174969819E+03,9.4465446756E+01,0.0000000000E+00
1449255600,7.3686535403E+00,1.0175989645E+03,9.8180068101E+01,1.9790190533E+00
1449256800,7.2438352735E+00,1.0175994072E+03,9.9886657491E+01,2.0000000000E+00
1449258000,7.1750000503E+00,1.0176984768E+03,9.9900000000E+01,2.0000000000E+00
1449259200,7.0906333530E+00,1.0177986979E+03,9.9900000000E+01,1.9736756300E+00
1449260400,7.1686768184E+00,1.0179978865E+03,9.9900000000E+01,0.0000000000E+00
1449261600,7.3435839579E+00,1.0179000000E+03,9.9900000000E+01,0.0000000000E+00
1449262800,7.5218208897E+00,1.0182941224E+03,9.9900000000E+01,0.0000000000E+00
1449264000,7.6625085812E+00,1.0182006869E+03,9.9900000000E+01,0.0000000000E+00
1449265200,7.6531963478E+00,1.0181006759E+03,9.9900000000E+01,0.0000000000E+00
1449266400,7.6686416717E+00,1.0183985894E+03,9.9900000000E+01,0.0000000000E+00
1449267600,7.7968656085E+00,1.0184990013E+03,9.9900000000E+01,0.0000000000E+00
1449268800,7.8156437137E+00,1.0183000000E+03,9.9900000000E+01,0.0000000000E+00
1449270000,7.7687048139E+00,1.0179021960E+03,9.9900000000E+01,0.0000000000E+00
1449271200,7.7656141947E+00,1.0175014091E+03,9.9900000000E+01,0.0000000000E+00
1449272400,7.8812213523E+00,1.0173010724E+03,9.9900000000E+01,0.0000000000E+00
1449273600,7.9781215289E+00,1.0172960198E+03,9.9900000000E+01,0.0000000000E+00
1449274800,8.0968101641E+00,1.0175993667E+03,9.9900000000E+01,0.0000000000E+00
1449276000,8.1968371818E+00,1.0173038335E+03,9.9900000000E+01,0.0000000000E+00
1449277200,8.2468386371E+00,1.0173960911E+03,9.9900000000E+01,0.0000000000E+00
1449278400,8.3811954182E+00,1.0171027705E+03,9.9900000000E+01,0.0000000000E+00
1449279600,8.4500390174E+00,1.0163078233E+03,9.9900000000E+01,0.0000000000E+00
1449280800,8.5530744529E+00,1.0164987666E+03,9.9900000000E+01,0.0000000000E+00
1449282000,8.6593231092E+00,1.0160020680E+03,9.9900000000E+01,0.0000000000E+00
1449283200,8.7249087609E+00,1.0158006987E+03,9.9900000000E+01,0.0000000000E+00
1449284400,8.6906836643E+00,1.0156000000E+03,9.9900000000E+01,0.0000000000E+00
1449285600,8.6437436835E+00,1.0153007061E+03,9.9900000000E+01,0.0000000000E+00
1449286800,8.6937873721E+00,1.0157940799E+03,9.9900000000E+01,0.0000000000E+00
1449288000,8.6719557961E+00,1.0155058342E+03,9.9900000000E+01,0.0000000000E+00
1449289200,8.6686434218E+00,1.0148036762E+03,9.9900000000E+01,0.0000000000E+00
1449290400,8.8031178374E+00,1.0148006389E+03,9.9900000000E+01,0.0000000000E+00
1449291600,8.8343427217E+00,1.0143006349E+03,9.8007778190E+01,0.0000000000E+00
1449292800,8.8687872905E+00,1.0145007938E+03,9.7606458601E+01,0.0000000000E+00
1449294000,8.8406264161E+00,1.0145000000E+03,9.7503894995E+01,0.0000000000E+00
1449295200,8.7969470180E+00,1.0139012557E+03,9.7898714865E+01,0.0000000000E+00
1449296400,8.7093800098E+00,1.0137978152E+03,9.9487834467E+01,0.0000000000E+00
